Index,Season,Game,Date,Time,RefTeam,RefATT Tier,OppTeam,OppDEF Tier,GoalsScored,GoalsConc,Home/Away,Result,Shots,OnTarget,Corners,Yellows,Reds,ATTRef,MIDRef,DEFRef,OVRRef,ATTOpp,MIDOpp,DEFOpp,OVROpp,Code,RefGS,OppGD,RefS,RefST,RefC,RefBP,OppBP,ATTDEF,MIDMID,DEFATT,OVROVR,Derby,RefGSF,OppGDF,RefSF,RefSTF,OppSTDF,RefCF,RefBPF,OppBPF,Home
20172018_185,20172018,19,30/12/2017,,Sassuolo,C,Roma,A,1,1,Away,Draw,15,5,4,2,0,76,74,75,76,80,83,80,81,SassuoloRoma,1.95,1.671,29.25,9.75,7.8,20,10,-4,-9,-5,-5,0,1.074333333,1.0875,15.707,4.963166667,3.985166667,7.140666667,23.33333333,24.16666667,0
20172018_186,20172018,19,30/12/2017,,Spal,D,Sampdoria,D,0,2,Away,Loss,9,2,3,4,0,74,71,71,72,75,75,72,75,SpalSampdoria,0,0,9,2,3,40,30,2,-4,-4,-3,0,1.972833333,2.781333333,15.11683333,5.645833333,7.789666667,6.064666667,36.66666667,20,0
20172018_187,20172018,19,30/12/2017,,Torino,B,Genoa,C,0,0,Home,Draw,17,6,8,1,0,78,77,75,76,73,76,75,75,TorinoGenoa,0,0,20.111,7.098,9.464,10,30,3,1,2,1,0,2.0715,0.611666667,19.46516667,6.033166667,6.955,5.940833333,15,25,1
20172018_182,20172018,18,30/12/2017,,Udinese,C,Bologna,C,2,1,Away,Win,7,4,0,3,0,74,75,75,75,77,74,74,75,UdineseBologna,2.366,3.342,8.281,4.732,0,30,20,0,1,-2,0,0,2.345,2.367166667,16.83483333,5.993333333,8.647,5.744833333,22.5,31.66666667,0
20172018_188,20172018,19,30/12/2017,,Verona,D,Juventus,A,1,3,Home,Loss,3,1,6,2,0,73,71,73,72,90,84,85,85,VeronaJuventus,1.95,2.095,5.85,1.95,11.7,20,0,-12,-13,-17,-13,0,2.184666667,0.8355,13.6865,5.656666667,3.630833333,5.5205,29.16666667,18.33333333,1
20172018_189,20172018,20,05/01/2018,,Chievo,C,Udinese,C,1,1,Home,Draw,11,6,5,0,0,74,77,75,75,74,75,75,75,ChievoUdinese,1.183,1.671,13.013,7.098,5.915,0,10,-1,2,1,0,0,0.727666667,0.555833333,14.7525,4.533,5.111666667,3.353833333,15,21.66666667,1
20172018_190,20172018,20,05/01/2018,,Fiorentina,B,Inter,B,1,1,Home,Draw,23,4,7,2,0,79,76,76,77,81,81,78,80,FiorentinaInter,1.446,1.335,33.258,5.784,10.122,20,30,1,-5,-5,-3,0,1.539666667,1.3925,27.214,9.649333333,6.957833333,8.316166667,18.33333333,21.66666667,1
20172018_190,20172018,20,05/01/2018,,Inter,A,Fiorentina,B,1,1,Away,Draw,13,4,5,3,0,81,81,78,80,79,76,76,77,InterFiorentina,1.446,1,18.798,5.784,7.23,30,20,5,5,-1,3,0,1.683,0.389166667,23.14416667,7.071166667,4.495333333,14.29983333,21.66666667,18.33333333,0
20172018_189,20172018,19,05/01/2018,,Udinese,C,Chievo,C,1,1,Away,Draw,9,1,5,1,0,74,75,75,75,74,77,75,75,UdineseChievo,1.183,1.671,10.647,1.183,5.915,10,0,-1,-2,1,0,0,2.739333333,2.548333333,15.88166667,5.948666667,11.59583333,4.744833333,21.66666667,15,0
20172018_196,20172018,20,06/01/2018,,Atalanta,B,Roma,A,2,1,Away,Win,11,4,7,3,1,77,74,76,75,80,83,80,81,AtalantaRoma,3.9,2.67,21.45,7.8,13.65,55,10,-3,-9,-4,-6,0,2.593666667,1.1435,20.23716667,8.717833333,4.932666667,7.931166667,11.66666667,22.5,0
20172018_191,20172018,20,06/01/2018,,Benevento,D,Sampdoria,D,3,2,Home,Win,16,4,6,1,0,72,71,71,71,75,75,72,75,BeneventoSampdoria,3,6.285,16,4,6,10,35,0,-4,-4,-4,0,1.013833333,2.448,19.496,6.4505,7.821333333,6.966333333,25,18.33333333,1
20172018_198,20172018,20,06/01/2018,,Bologna,B,Torino,B,0,3,Away,Loss,6,1,5,2,0,77,74,74,75,78,77,75,76,BolognaTorino,0,0,8.676,1.446,7.23,20,10,2,-3,-4,-1,0,1.780333333,1.643333333,12.3655,4.052333333,6.305,7.479833333,33.33333333,15,0
20172018_192,20172018,20,06/01/2018,,Cagliari,C,Juventus,A,0,1,Home,Loss,9,2,5,1,0,74,74,71,73,90,84,85,85,CagliariJuventus,0,0,17.55,3.9,9.75,10,20,-11,-10,-19,-12,0,1.2535,0.349166667,11.39266667,3.322333333,2.5875,6.0135,36.66666667,13.33333333,1
20172018_194,20172018,20,06/01/2018,,Crotone,D,Milan,A,0,1,Away,Loss,8,2,0,2,0,69,69,70,70,79,79,81,80,CrotoneMilan,0,0,15.6,3.9,0,20,20,-12,-10,-9,-10,0,0.438166667,2.635833333,12.185,3.684333333,7.274166667,5.634166667,18.33333333,25,0
20172018_193,20172018,20,06/01/2018,,Genoa,D,Sassuolo,B,1,0,Home,Win,7,3,5,3,0,73,76,75,75,76,74,75,76,GenoaSassuolo,1.446,2.095,10.122,4.338,7.23,30,10,-2,2,-1,-1,0,0.929833333,1.881666667,12.7425,4.2585,6.686166667,5.623833333,25,25,1
20172018_192,20172018,20,06/01/2018,,Juventus,A,Cagliari,D,1,0,Away,Win,16,2,3,2,0,90,84,85,85,74,74,71,73,JuventusCagliari,1,1,16,2,3,20,10,19,10,11,12,0,2.333,1.891166667,23.8885,9.93,7.733166667,6.402833333,13.33333333,36.66666667,0
20172018_197,20172018,19,06/01/2018,,Lazio,B,Spal,D,5,2,Away,Win,15,7,4,3,0,79,79,79,79,74,71,71,72,LazioSpal,5,6.675,15,7,4,30,20,8,8,5,7,0,2.205,3.1065,19.478,6.802,10.866,10.86066667,17.5,32.5,0
20172018_194,20172018,20,06/01/2018,,Milan,A,Crotone,D,1,0,Home,Win,26,9,14,2,0,79,79,81,80,69,69,70,70,MilanCrotone,1,1,26,9,14,20,20,9,10,12,10,0,0.968666667,2.949166667,23.6235,7.739166667,8.902833333,9.526166667,25,18.33333333,1
20172018_195,20172018,20,06/01/2018,,Napoli,A,Verona,C,2,0,Home,Win,24,9,5,0,0,83,82,80,81,73,71,73,72,NapoliVerona,2.366,2,28.392,10.647,5.915,0,40,10,11,7,9,0,1.586833333,2.6615,20.06816667,7.333333333,10.128,9.6325,25.83333333,29.16666667,1
20172018_196,20172018,19,06/01/2018,,Roma,A,Atalanta,B,1,2,Home,Loss,18,5,12,1,0,80,83,80,81,77,74,76,75,RomaAtalanta,1.446,1,26.028,7.23,17.352,10,55,4,9,3,6,0,1.104833333,1.796166667,26.445,7.805,5.543833333,9.163833333,22.5,11.66666667,1
20172018_191,20172018,19,06/01/2018,,Sampdoria,C,Benevento,D,2,3,Away,Loss,13,6,7,1,1,75,75,72,75,72,71,71,71,SampdoriaBenevento,2,3.342,13,6,7,35,10,4,4,0,4,0,1.641666667,2.160333333,20.22633333,6.3205,6.940833333,8.828,18.33333333,25,0
20172018_193,20172018,20,06/01/2018,,Sassuolo,C,Genoa,C,0,1,Away,Loss,10,1,5,1,0,76,74,75,76,73,76,75,75,SassuoloGenoa,0,0,11.83,1.183,5.915,10,30,1,-2,2,1,0,1.066,0.611666667,18.082,5.754833333,6.544166667,7.607333333,25,25,0
20172018_197,20172018,20,06/01/2018,,Spal,D,Lazio,A,2,5,Home,Loss,13,4,9,2,0,74,71,71,72,79,79,79,79,SpalLazio,3.9,4.19,25.35,7.8,17.55,20,30,-5,-8,-8,-7,0,1.731833333,1.836,14.92983333,5.738166667,6.483833333,6.323666667,32.5,17.5,1
20172018_198,20172018,20,06/01/2018,,Torino,B,Bologna,C,3,0,Home,Win,19,6,4,1,0,78,77,75,76,77,74,74,75,TorinoBologna,3.549,4.005,22.477,7.098,4.732,10,20,4,3,-2,1,0,1.874333333,2.225833333,19.07083333,6.230333333,8.015166667,6.532333333,15,33.33333333,1
20172018_195,20172018,20,06/01/2018,,Verona,D,Napoli,A,0,2,Away,Loss,3,1,1,4,0,73,71,73,72,83,82,80,81,VeronaNapoli,0,0,5.85,1.95,1.95,40,0,-7,-11,-10,-9,0,2.115333333,0.946166667,11.30966667,4.995833333,3.5915,6.2875,29.16666667,25.83333333,0
20172018_199,20172018,21,21/01/2018,,Atalanta,B,Napoli,A,0,1,Home,Loss,9,3,8,0,0,77,74,76,75,83,82,80,81,AtalantaNapoli,0,0,17.55,5.85,15.6,0,20,-3,-8,-7,-6,0,3.077,0.946166667,21.47883333,9.351166667,3.383666667,8.706166667,19.16666667,24.16666667,1
20172018_200,20172018,21,21/01/2018,,Benevento,D,Bologna,C,0,3,Away,Loss,4,1,3,2,0,72,71,71,71,77,74,74,75,BeneventoBologna,0,0,4.732,1.183,3.549,20,40,-2,-3,-6,-4,0,1.513833333,2.893333333,20.71666667,6.635166667,7.400666667,7.243333333,23.33333333,29.16666667,0
20172018_200,20172018,21,21/01/2018,,Bologna,B,Benevento,D,3,0,Home,Win,8,6,5,4,0,77,74,74,75,72,71,71,71,BolognaBenevento,3,4.005,8,6,5,40,20,6,3,2,4,0,1.280333333,2.494833333,11.97816667,3.293333333,7.721833333,7.8515,29.16666667,23.33333333,1
20172018_201,20172018,21,21/01/2018,,Cagliari,C,Milan,A,1,2,Home,Loss,12,3,5,5,1,74,74,71,73,79,79,81,80,CagliariMilan,1.95,1.671,23.4,5.85,9.75,75,65,-7,-5,-8,-7,0,1.0125,2.635833333,10.70266667,3.008333333,7.5275,5.9515,35,28.33333333,1
20172018_203,20172018,21,21/01/2018,,Chievo,C,Lazio,A,1,5,Away,Loss,9,3,2,0,0,74,77,75,75,79,79,79,79,ChievoLazio,1.95,1.671,17.55,5.85,3.9,0,10,-5,-2,-4,-4,0,0.5915,2.311833333,14.92133333,5.216,6.1005,4.006333333,15,19.16666667,0
20172018_207,20172018,21,21/01/2018,,Crotone,D,Verona,C,3,0,Away,Win,9,5,1,5,0,69,69,70,70,73,71,73,72,CrotoneVerona,3.549,6.285,10.647,5.915,1.183,50,35,-4,-2,-3,-2,0,0.438166667,2.994833333,13.485,4.009333333,10.7925,5.634166667,18.33333333,26.66666667,0
20172018_204,20172018,21,21/01/2018,,Fiorentina,B,Sampdoria,D,1,3,Away,Loss,12,5,4,2,0,79,76,76,77,75,75,72,75,FiorentinaSampdoria,1,1.335,12,5,4,20,10,7,1,1,2,0,1.455666667,2.828,27.557,8.013333333,7.883,8.378166667,18.33333333,20.83333333,0
20172018_202,20172018,21,21/01/2018,,Inter,A,Roma,A,1,1,Home,Draw,17,7,6,2,0,81,81,78,80,80,83,80,81,InterRoma,1.95,1,33.15,13.65,11.7,20,0,1,-2,-2,-1,0,1.424,1.239333333,24.6105,7.3685,4.426,14.6715,23.33333333,15,1
20172018_203,20172018,20,21/01/2018,,Lazio,B,Chievo,C,5,1,Home,Win,18,11,2,1,0,79,79,79,79,74,77,75,75,LazioChievo,5.915,6.675,21.294,13.013,2.366,10,0,4,2,5,4,0,2.797333333,2.477666667,18.845,6.281666667,10.1285,10.08133333,19.16666667,15,1
20172018_201,20172018,21,21/01/2018,,Milan,A,Cagliari,D,2,1,Away,Win,16,6,8,4,1,79,79,81,80,74,74,71,73,MilanCagliari,2,2,16,6,8,65,75,8,5,7,7,0,1.135333333,1.557833333,23.85983333,7.793166667,7.399833333,10.6545,28.33333333,35,0
20172018_199,20172018,21,21/01/2018,,Napoli,A,Atalanta,B,1,0,Away,Win,12,3,7,2,0,83,82,80,81,77,74,76,75,NapoliAtalanta,1.446,1,17.352,4.338,10.122,20,0,7,8,3,6,0,1.784,1.962833333,23.02566667,8.319166667,5.678833333,9.238166667,24.16666667,19.16666667,0
20172018_202,20172018,20,21/01/2018,,Roma,A,Inter,B,1,1,Away,Draw,7,1,5,0,0,80,83,80,81,81,81,78,80,RomaInter,1.446,1,10.122,1.446,7.23,0,20,2,2,-1,1,0,1.148666667,1.3365,28.02266667,8.221333333,6.733833333,11.26716667,15,23.33333333,0
20172018_204,20172018,20,21/01/2018,,Sampdoria,C,Fiorentina,B,3,1,Home,Win,14,10,7,1,0,75,75,72,75,79,76,76,77,SampdoriaFiorentina,4.338,5.013,20.244,14.46,10.122,10,20,-1,-1,-7,-2,0,1.975,0.333333333,18.44966667,5.940333333,3.6045,7.628666667,20.83333333,18.33333333,1
20172018_205,20172018,21,21/01/2018,,Sassuolo,C,Torino,B,1,1,Home,Draw,18,6,6,4,0,76,74,75,76,78,77,75,76,SassuoloTorino,1.446,1.671,26.028,8.676,8.676,40,20,1,-3,-3,0,0,1.066,1.643333333,16.11033333,5.3605,5.5275,6.6215,26.66666667,13.33333333,1
20172018_206,20172018,21,21/01/2018,,Spal,D,Udinese,C,1,1,Away,Draw,14,4,7,3,0,74,71,71,72,74,75,75,75,SpalUdinese,1.183,2.095,16.562,4.732,8.281,30,20,-1,-4,-3,-3,0,2.184666667,0.667666667,16.3945,6.052333333,6.116,7.671333333,34.16666667,15,0
20172018_205,20172018,21,21/01/2018,,Torino,B,Sassuolo,B,1,1,Away,Draw,9,4,7,2,0,78,77,75,76,76,74,75,76,TorinoSassuolo,1.446,1.335,13.014,5.784,10.122,20,40,3,3,-1,0,0,2.465833333,1.5325,20.217,6.763333333,5.638666667,6.021,13.33333333,26.66666667,0
20172018_206,20172018,20,21/01/2018,,Udinese,C,Spal,D,1,1,Home,Draw,6,1,5,2,0,74,75,75,75,74,71,71,72,UdineseSpal,1,1.671,6,1,5,20,30,3,4,1,3,0,2.9365,3.662,14.40616667,5.495833333,11.588,4.755666667,15,34.16666667,1
20172018_207,20172018,21,21/01/2018,,Verona,D,Crotone,D,0,3,Home,Loss,10,2,5,1,1,73,71,73,72,69,69,70,70,VeronaCrotone,0,0,10,2,5,35,50,3,2,4,2,0,1.633333333,2.615833333,10.11566667,3.874833333,8.736166667,5.1665,26.66666667,18.33333333,1
20172018_208,20172018,21,22/01/2018,,Genoa,D,Juventus,A,0,1,Away,Loss,3,0,3,5,0,73,76,75,75,90,84,85,85,GenoaJuventus,0,0,5.85,0,5.85,50,10,-12,-8,-15,-10,0,0.845833333,0.349166667,11.5045,3.6815,2.795333333,6.503833333,28.33333333,13.33333333,0
20172018_208,20172018,21,22/01/2018,,Juventus,A,Genoa,C,1,0,Home,Win,15,5,4,1,0,90,84,85,85,73,76,75,75,JuventusGenoa,1.183,1,17.745,5.915,4.732,10,50,15,8,12,10,0,1.999666667,0.445,22.3885,8.596666667,6.156,5.736166667,13.33333333,28.33333333,1
20172018_209,20172018,21,24/01/2018,,Lazio,B,Udinese,C,3,0,Home,Win,11,7,3,0,0,79,79,79,79,74,75,75,75,LazioUdinese,3.549,4.005,13.013,8.281,3.549,0,20,4,4,5,4,0,3.449833333,1.016833333,20.06066667,7.9505,6.814333333,9.475666667,19.16666667,18.33333333,1
20172018_210,20172018,21,24/01/2018,,Roma,A,Sampdoria,D,1,1,Away,Draw,20,4,7,3,0,80,83,80,81,75,75,72,75,RomaSampdoria,1,1,20,4,7,30,10,8,8,5,6,0,0.889666667,2.6055,23.543,5.962333333,8.328,10.8055,13.33333333,22.5,0
20172018_210,20172018,21,24/01/2018,,Sampdoria,C,Roma,A,1,1,Home,Draw,13,3,6,1,0,75,75,72,75,80,83,80,81,SampdoriaRoma,1.95,1.671,25.35,5.85,11.7,10,30,-5,-8,-8,-6,0,2.373,1.056833333,16.62366667,7.375333333,4.894333333,7.690666667,22.5,13.33333333,1
20172018_209,20172018,21,24/01/2018,,Udinese,C,Lazio,A,0,3,Away,Loss,12,4,6,2,0,74,75,75,75,79,79,79,79,UdineseLazio,0,0,23.4,7.8,11.7,20,0,-5,-4,-4,-4,0,2.603166667,2.311833333,12.90616667,4.6625,6.1005,4.422333333,18.33333333,19.16666667,0
20172018_212,20172018,22,27/01/2018,,Atalanta,B,Sassuolo,B,3,0,Away,Win,17,10,7,0,0,77,74,76,75,76,74,75,76,AtalantaSassuolo,4.338,4.005,24.582,14.46,10.122,0,45,2,0,0,-1,0,2.836,1.0875,21.02983333,8.880166667,4.526166667,9.619166667,15.83333333,28.33333333,0
20172018_211,20172018,22,27/01/2018,,Chievo,C,Juventus,A,0,2,Home,Loss,1,1,2,2,2,74,77,75,75,90,84,85,85,ChievoJuventus,0,0,1.95,1.95,3.9,70,20,-11,-7,-15,-10,0,0.9165,0.349166667,16.15933333,5.227,1.795333333,4.174333333,15,13.33333333,1
20172018_211,20172018,22,27/01/2018,,Juventus,A,Chievo,C,2,0,Away,Win,16,7,4,2,0,90,84,85,85,74,77,75,75,JuventusChievo,2.366,2,18.928,8.281,4.732,20,70,15,7,11,10,0,1.871833333,2.756833333,23.071,8.2825,10.40933333,5.549833333,13.33333333,15,0
20172018_212,20172018,22,27/01/2018,,Sassuolo,C,Atalanta,B,0,3,Home,Loss,10,1,5,2,1,76,74,75,76,77,74,76,75,SassuoloAtalanta,0,0,14.46,1.446,7.23,45,0,0,0,-2,1,0,1.307,1.907,18.52033333,6.5655,5.288833333,6.1395,28.33333333,15.83333333,1
20172018_220,20172018,22,28/01/2018,,Benevento,D,Torino,B,0,3,Away,Loss,6,1,3,1,1,72,71,71,71,78,77,75,76,BeneventoTorino,0,0,8.676,1.446,4.338,35,20,-3,-6,-7,-5,0,0.863833333,1.699333333,15.98033333,4.882333333,5.8635,6.534833333,21.66666667,13.33333333,0
20172018_217,20172018,22,28/01/2018,,Bologna,B,Napoli,A,1,3,Away,Loss,10,5,3,2,0,77,74,74,75,83,82,80,81,BolognaNapoli,1.95,1.335,19.5,9.75,5.85,20,10,-3,-8,-9,-6,0,1.613666667,0.7795,11.14483333,3.793333333,3.3845,7.8515,25.83333333,24.16666667,0
20172018_213,20172018,22,28/01/2018,,Cagliari,C,Crotone,D,1,1,Away,Draw,6,3,4,2,1,74,74,71,73,69,69,70,70,CagliariCrotone,1,1.671,6,3,4,45,20,4,5,2,3,0,1.140333333,1.780333333,13.02533333,3.589,7.7635,6.985,44.16666667,26.66666667,0
20172018_213,20172018,22,28/01/2018,,Crotone,D,Cagliari,D,1,1,Home,Draw,13,6,9,2,0,69,69,70,70,74,74,71,73,CrotoneCagliari,1,2.095,13,6,9,20,45,-2,-5,-4,-3,0,1.029666667,1.668666667,13.485,4.600833333,7.732333333,4.451166667,26.66666667,44.16666667,1
20172018_214,20172018,22,28/01/2018,,Fiorentina,B,Verona,C,1,4,Home,Loss,28,6,11,3,0,79,76,76,77,73,71,73,72,FiorentinaVerona,1.183,1.335,33.124,7.098,13.013,30,40,6,5,3,5,0,0.899333333,3.693166667,24.014,6.677666667,12.18916667,5.911833333,20,29.16666667,1
20172018_215,20172018,22,28/01/2018,,Genoa,D,Udinese,C,0,1,Home,Loss,19,2,10,2,0,73,76,75,75,74,75,75,75,GenoaUdinese,0,0,22.477,2.366,11.83,20,25,-2,1,1,0,0,0.648666667,1.684333333,10.705,3.484333333,6.626,6.887333333,30,20,1
20172018_219,20172018,22,28/01/2018,,Inter,A,Spal,D,1,1,Away,Draw,10,6,6,0,0,81,81,78,80,74,71,71,72,InterSpal,1,1,10,6,6,0,10,10,10,4,8,0,0.763166667,3.4405,22.84033333,7.080333333,9.3665,13.0725,25,31.66666667,0
20172018_216,20172018,22,28/01/2018,,Lazio,B,Milan,A,1,2,Away,Loss,13,4,3,6,0,79,79,79,79,79,79,81,80,LazioMilan,1.95,1.335,25.35,7.8,5.85,60,20,-2,0,0,-1,0,3.800333333,2.216,17.4095,7.643666667,6.268,6.934166667,13.33333333,26.66666667,0
20172018_216,20172018,22,28/01/2018,,Milan,A,Lazio,A,2,1,Home,Win,11,5,4,2,0,79,79,81,80,79,79,79,79,MilanLazio,3.9,2,21.45,9.75,7.8,20,60,0,0,2,1,0,1.135333333,1.644333333,24.5265,7.6265,5.8795,11.48783333,26.66666667,13.33333333,1
20172018_217,20172018,22,28/01/2018,,Napoli,A,Bologna,C,3,1,Home,Win,9,4,7,1,0,83,82,80,81,77,74,74,75,NapoliBologna,3.549,3,10.647,4.732,8.281,10,20,9,8,3,6,0,2.025,2.614833333,19.09266667,7.092166667,7.192833333,7.675166667,24.16666667,25.83333333,1
20172018_218,20172018,22,28/01/2018,,Roma,A,Sampdoria,D,0,1,Home,Loss,19,8,10,2,0,80,83,80,81,75,75,72,75,RomaSampdoria,0,0,19,8,10,20,20,8,8,5,6,0,1.056333333,2.215166667,22.14433333,5.051666667,7.323666667,9.409,15,24.16666667,1
20172018_218,20172018,22,28/01/2018,,Sampdoria,C,Roma,A,1,0,Away,Win,15,10,10,2,0,75,75,72,75,80,83,80,81,SampdoriaRoma,1.95,1.671,29.25,19.5,19.5,20,20,-5,-8,-8,-6,0,2.364666667,1.335333333,18.182,6.850333333,5.451333333,8.974,24.16666667,15,0
20172018_219,20172018,22,28/01/2018,,Spal,D,Inter,B,1,1,Home,Draw,12,3,4,1,0,74,71,71,72,81,81,78,80,SpalInter,1.446,2.095,17.352,4.338,5.784,10,0,-4,-10,-10,-8,0,2.056833333,1.503166667,18.17983333,6.191,5.7865,9.0515,31.66666667,25,1
20172018_220,20172018,22,28/01/2018,,Torino,B,Benevento,D,3,0,Home,Win,14,5,6,2,0,78,77,75,76,72,71,71,71,TorinoBenevento,3,4.005,14,5,6,20,35,7,6,3,5,0,2.465833333,2.829,20.217,6.763333333,7.890166667,6.503,13.33333333,21.66666667,1
20172018_215,20172018,22,28/01/2018,,Udinese,C,Genoa,C,1,0,Away,Win,6,1,3,0,1,74,75,75,75,73,76,75,75,UdineseGenoa,1.183,1.671,7.098,1.183,3.549,25,20,-1,-1,2,0,0,2.269833333,0.611666667,15.30616667,5.629166667,5.941833333,5.872333333,20,30,0
20172018_214,20172018,22,28/01/2018,,Verona,D,Fiorentina,B,4,1,Away,Win,8,5,3,4,0,73,71,73,72,79,76,76,77,VeronaFiorentina,5.784,8.38,11.568,7.23,4.338,40,30,-3,-5,-6,-5,0,1.633333333,1.168833333,8.824833333,3.616666667,6.111,5.6055,29.16666667,20,0
20172018_221,20172018,23,03/02/2018,,Crotone,D,Inter,B,1,1,Away,Draw,11,2,4,3,0,69,69,70,70,81,81,78,80,CrotoneInter,1.446,2.095,15.906,2.892,5.784,30,10,-9,-12,-11,-10,0,0.955333333,1.852333333,13.72366667,5.118833333,5.500666667,4.505166667,26.66666667,16.66666667,0
20172018_221,20172018,23,03/02/2018,,Inter,A,Crotone,D,1,1,Home,Draw,11,2,7,1,0,81,81,78,80,69,69,70,70,InterCrotone,1,1,11,2,7,10,30,11,12,9,10,0,0.929833333,1.501833333,22.557,7.755333333,6.6495,12.7725,16.66666667,26.66666667,1
