Index,Season,Game,Date,Time,RefTeam,RefATT Tier,OppTeam,OppDEF Tier,GoalsScored,GoalsConc,Home/Away,Result,Shots,OnTarget,Corners,Yellows,Reds,ATTRef,MIDRef,DEFRef,OVRRef,ATTOpp,MIDOpp,DEFOpp,OVROpp,Code,RefGS,OppGD,RefS,RefST,RefC,RefBP,OppBP,ATTDEF,MIDMID,DEFATT,OVROVR,Derby,RefGSF,OppGDF,RefSF,RefSTF,OppSTDF,RefCF,RefBPF,OppBPF,Home
20192020_298,20192020,30,05/07/2020,18:30:00,Spal,C,Sampdoria,B,0,3,Away,Loss,8,3,13,1,0,75,72,73,73,77,74,75,75,SpalSampdoria,0,0,11.568,4.338,18.798,10,10,0,-2,-4,-2,0,1.633333333,3.426166667,10.34166667,5.075,9.472166667,4.608333333,32.5,32.5,0
20192020_299,20192020,30,05/07/2020,18:30:00,Udinese,C,Genoa,C,2,2,Home,Draw,9,6,2,3,0,75,75,73,75,74,75,74,74,UdineseGenoa,2.366,3.342,10.647,7.098,2.366,30,30,1,0,-1,1,0,1.161166667,3.034833333,10.89033333,4.9655,9.019,9.474833333,15,29.16666667,1
20192020_295,20192020,30,05/07/2020,18:30:00,Verona,D,Brescia,D,0,2,Away,Loss,14,9,11,3,0,72,74,71,72,72,70,70,70,VeronaBrescia,0,0,14,9,11,30,30,2,4,-1,2,0,1.665833333,3.311,9.263833333,6.237,11.913,6.29,22.5,37.5,0
20192020_302,20192020,31,07/07/2020,20:45:00,Juventus,A,Milan,A,2,4,Away,Loss,9,4,6,4,0,88,84,86,85,79,78,80,80,JuventusMilan,3.9,2,17.55,7.8,11.7,40,40,8,6,7,5,1,3.660833333,1.883,19.235,10.17183333,4.96,7.7875,30.83333333,13.33333333,0
20192020_301,20192020,31,07/07/2020,18:30:00,Lazio,A,Lecce,D,1,2,Away,Loss,14,10,14,3,1,83,80,79,80,70,70,70,70,LazioLecce,1,1,14,10,14,55,30,13,10,9,10,0,2.431833333,4.948333333,14.12383333,6.346166667,11.39833333,6.817333333,20,20.83333333,0
20192020_301,20192020,31,07/07/2020,18:30:00,Lecce,D,Lazio,A,2,1,Home,Win,7,3,3,3,0,70,70,70,70,83,80,79,80,LecceLazio,3.9,4.19,13.65,5.85,5.85,30,55,-9,-10,-13,-10,0,1.442333333,2.366833333,11.47683333,4.6995,8.484,7.328666667,20.83333333,20,1
20192020_302,20192020,31,07/07/2020,20:45:00,Milan,B,Juventus,A,4,2,Home,Win,9,9,2,4,0,79,78,80,80,88,84,86,85,MilanJuventus,7.8,5.34,17.55,17.55,3.9,40,40,-7,-6,-8,-5,1,2.956166667,0.850166667,15.62333333,9.023,4.736,7.651666667,13.33333333,30.83333333,1
20192020_305,20192020,31,08/07/2020,20:45:00,Atalanta,A,Sampdoria,B,2,0,Home,Win,11,6,7,2,0,82,78,77,78,77,74,75,75,AtalantaSampdoria,2.892,2,15.906,8.676,10.122,20,20,7,4,0,3,0,4.3385,2.033666667,17.60416667,11.60733333,7.801166667,10.46033333,23.33333333,21.66666667,1
20192020_306,20192020,31,08/07/2020,20:45:00,Bologna,C,Sassuolo,C,1,2,Home,Loss,8,6,7,3,0,75,76,74,75,76,75,73,74,BolognaSassuolo,1.183,1.671,9.464,7.098,8.281,30,30,2,1,-2,1,0,1.495833333,3.191,16.30166667,6.947166667,8.290333333,10.66083333,24.16666667,31.66666667,1
20192020_308,20192020,31,08/07/2020,20:45:00,Brescia,D,Torino,B,1,3,Away,Loss,13,6,5,1,0,72,70,70,70,80,76,79,77,BresciaTorino,1.446,2.095,18.798,8.676,7.23,10,10,-7,-6,-10,-7,0,1.293666667,3.0085,8.312666667,3.950333333,8.364166667,4.567833333,33.33333333,16.66666667,0
20192020_303,20192020,31,08/07/2020,18:30:00,Cagliari,D,Fiorentina,B,0,0,Away,Draw,11,7,3,2,0,73,75,71,74,75,74,75,74,CagliariFiorentina,0,0,15.906,10.122,4.338,20,20,-2,1,-4,0,0,2.248,1.851,10.42616667,5.377,5.275666667,5.9865,36.66666667,47.5,0
20192020_303,20192020,31,08/07/2020,18:30:00,Fiorentina,C,Cagliari,D,0,0,Home,Draw,11,7,6,2,0,75,74,75,74,73,75,71,74,FiorentinaCagliari,0,0,11,7,6,20,20,4,-1,2,0,0,1.347166667,2.4785,14.049,8.599333333,11.0515,6.1435,47.5,36.66666667,1
20192020_304,20192020,31,08/07/2020,18:30:00,Genoa,D,Napoli,A,1,2,Home,Loss,7,3,6,1,0,74,75,74,74,85,82,81,82,GenoaNapoli,1.95,2.095,13.65,5.85,11.7,10,10,-7,-7,-11,-8,0,2.519333333,1.406,10.69133333,7.172,5.503833333,6.513666667,29.16666667,13.33333333,1
20192020_304,20192020,31,08/07/2020,18:30:00,Napoli,A,Genoa,C,2,1,Away,Win,16,11,8,1,0,85,82,81,82,74,75,74,74,NapoliGenoa,2.366,2,18.928,13.013,9.464,10,10,11,7,7,8,0,2.222166667,3.591833333,17.99416667,11.5655,9.019,6.942,13.33333333,29.16666667,0
20192020_307,20192020,31,08/07/2020,20:45:00,Parma,C,Roma,B,1,2,Away,Loss,4,2,3,5,0,75,74,71,73,80,78,79,79,ParmaRoma,1.446,1.671,5.784,2.892,4.338,50,50,-4,-4,-9,-6,0,1.929,2.605333333,12.56233333,5.142,10.23633333,3.076833333,25.83333333,24.16666667,0
20192020_307,20192020,31,08/07/2020,20:45:00,Roma,B,Parma,D,2,1,Home,Win,15,7,9,5,0,80,78,79,79,75,74,71,73,RomaParma,2,2.67,15,7,9,50,50,9,4,4,6,0,2.140333333,2.788,14.39716667,9.709666667,8.023833333,8.823333333,24.16666667,25.83333333,1
20192020_305,20192020,31,08/07/2020,20:45:00,Sampdoria,B,Atalanta,B,0,2,Away,Loss,9,3,9,2,0,77,74,75,75,82,78,77,78,SampdoriaAtalanta,0,0,13.014,4.338,13.014,20,20,0,-4,-7,-3,0,2.021333333,1.811166667,12.41233333,7.51,5.679,6.7715,21.66666667,23.33333333,0
20192020_306,20192020,31,08/07/2020,20:45:00,Sassuolo,B,Bologna,C,2,1,Away,Win,11,5,8,3,0,76,75,73,74,75,76,74,75,SassuoloBologna,2.366,2.67,13.013,5.915,9.464,30,30,2,-1,-2,-1,0,3.605666667,1.6835,12.438,9.007333333,6.956333333,6.896,31.66666667,24.16666667,0
20192020_308,20192020,31,08/07/2020,20:45:00,Torino,B,Brescia,D,3,1,Home,Win,14,10,6,1,0,80,76,79,77,72,70,70,70,TorinoBrescia,3,4.005,14,10,6,10,10,10,6,7,7,0,1.672166667,2.977666667,11.13033333,6.3415,13.22216667,5.438833333,16.66666667,33.33333333,1
20192020_310,20192020,31,09/07/2020,20:45:00,Inter,A,Verona,D,2,2,Away,Draw,13,7,5,3,0,83,81,82,82,72,74,71,72,InterVerona,2,2,13,7,5,30,30,12,7,10,10,0,2.604,3.050333333,16.6355,8.601166667,9.7775,8.251166667,41.66666667,25.83333333,0
20192020_309,20192020,31,09/07/2020,18:30:00,Spal,C,Udinese,C,0,3,Home,Loss,11,3,9,0,0,75,72,73,73,75,75,73,75,SpalUdinese,0,0,13.013,3.549,10.647,0,0,2,-3,-2,-2,0,1.466666667,1.699333333,10.103,4.964666667,7.793833333,6.408,25.83333333,18.33333333,1
20192020_309,20192020,31,09/07/2020,18:30:00,Udinese,C,Spal,C,3,0,Away,Win,7,4,1,0,0,75,75,73,75,75,72,73,73,UdineseSpal,3.549,5.013,8.281,4.732,1.183,0,0,2,3,-2,2,0,1.5555,2.295,10.99816667,5.1485,9.0695,8.369166667,18.33333333,25.83333333,0
20192020_310,20192020,31,09/07/2020,20:45:00,Verona,D,Inter,A,2,2,Home,Draw,10,4,0,3,0,72,74,71,72,83,81,82,82,VeronaInter,3.9,4.19,19.5,7.8,0,30,30,-10,-7,-12,-10,0,1.665833333,2.058833333,9.822666667,6.554,5.691666667,6.940333333,25.83333333,41.66666667,1
20192020_313,20192020,32,11/07/2020,20:45:00,Atalanta,A,Juventus,A,2,2,Away,Draw,9,4,4,3,0,82,78,77,78,88,84,86,85,AtalantaJuventus,3.9,2,17.55,7.8,7.8,30,30,-4,-6,-11,-7,0,3.653833333,1.461666667,17.42183333,11.22,5.346,10.314,23.33333333,30.83333333,0
20192020_312,20192020,32,11/07/2020,18:30:00,Brescia,D,Roma,B,0,3,Home,Loss,8,4,3,1,0,72,70,70,70,80,78,79,79,BresciaRoma,0,0,11.568,5.784,4.338,10,10,-7,-8,-10,-9,0,1.209666667,2.883833333,8.845666667,5.071333333,9.396666667,4.472833333,30,30.83333333,1
20192020_313,20192020,32,11/07/2020,20:45:00,Juventus,A,Atalanta,B,2,2,Home,Draw,6,5,2,3,0,88,84,86,85,82,78,77,78,JuventusAtalanta,2.892,2,8.676,7.23,2.892,30,30,11,6,4,7,0,3.9165,1.112833333,18.80816667,9.697333333,5.299,8.948833333,30.83333333,23.33333333,1
20192020_311,20192020,32,11/07/2020,16:15:00,Lazio,A,Sassuolo,C,1,2,Home,Loss,7,1,1,4,0,83,80,79,80,76,75,73,74,LazioSassuolo,1.183,1,8.281,1.183,1.183,40,40,10,5,3,6,0,2.007,3.4695,14.28833333,6.4355,8.564666667,8.9535,25.83333333,31.66666667,1
20192020_312,20192020,32,11/07/2020,18:30:00,Roma,B,Brescia,D,3,0,Away,Win,16,9,8,1,0,80,78,79,79,72,70,70,70,RomaBrescia,3,4.005,16,9,8,10,10,10,8,7,9,0,1.807,3.311833333,13.7305,9.043,14.61383333,9.323333333,30.83333333,30,0
20192020_311,20192020,32,11/07/2020,16:15:00,Sassuolo,B,Lazio,A,2,1,Away,Win,11,4,5,4,0,76,75,73,74,83,80,79,80,SassuoloLazio,3.9,2.67,21.45,7.8,9.75,40,40,-3,-5,-10,-6,0,3.5,2.366833333,12.44016667,8.3265,6.389,7.64,31.66666667,25.83333333,0
20192020_317,20192020,32,12/07/2020,18:30:00,Bologna,C,Parma,D,2,2,Away,Draw,9,6,2,1,0,75,76,74,75,75,74,71,73,BolognaParma,2,3.342,9,6,2,10,10,4,2,-1,2,1,1.495833333,2.9545,15.513,7.538666667,9.024333333,10.66083333,27.5,30.83333333,0
20192020_315,20192020,32,12/07/2020,18:30:00,Cagliari,D,Lecce,D,0,0,Home,Draw,12,6,6,1,0,73,75,71,74,70,70,70,70,CagliariLecce,0,0,12,6,6,10,10,3,5,1,4,0,1.525,4.225,11.39016667,5.377,10.6175,6.2275,33.33333333,24.16666667,1
20192020_316,20192020,32,12/07/2020,18:30:00,Fiorentina,C,Verona,D,1,1,Home,Draw,10,3,6,3,0,75,74,75,74,72,74,71,72,FiorentinaVerona,1,1.671,10,3,6,30,30,4,0,3,2,0,1.022166667,2.938666667,12.30733333,7.491,9.386666667,5.8435,45,24.16666667,1
20192020_314,20192020,32,12/07/2020,16:15:00,Genoa,D,Spal,C,2,0,Home,Win,12,9,7,1,0,74,75,74,74,75,72,73,73,GenoaSpal,2.366,4.19,14.196,10.647,8.281,10,10,1,3,-1,1,0,2.194333333,2.797166667,9.391333333,5.222,8.6835,6.513666667,27.5,19.16666667,1
20192020_315,20192020,32,12/07/2020,18:30:00,Lecce,D,Cagliari,D,0,0,Away,Draw,15,10,7,1,0,70,70,70,70,73,75,71,74,LecceCagliari,0,0,15,10,7,10,10,-1,-5,-3,-4,0,2.092333333,1.5885,11.58283333,4.7105,9.886,7.339666667,24.16666667,33.33333333,0
20192020_319,20192020,32,12/07/2020,20:45:00,Milan,B,Napoli,A,2,2,Away,Draw,4,4,2,2,1,79,78,80,80,85,82,81,82,MilanNapoli,3.9,2.67,7.8,7.8,3.9,45,20,-2,-4,-5,-2,0,4.015166667,1.406,17.34333333,11.225,6.202166667,7.578666667,18.33333333,10,0
20192020_319,20192020,32,12/07/2020,20:45:00,Napoli,A,Milan,A,2,2,Home,Draw,14,9,7,2,0,85,82,81,82,79,78,80,80,NapoliMilan,3.9,2,27.3,17.55,13.65,20,45,5,4,2,2,0,2.283166667,1.937833333,19.98216667,12.901,3.677166667,7.852666667,10,18.33333333,1
20192020_317,20192020,32,12/07/2020,18:30:00,Parma,C,Bologna,C,2,2,Home,Draw,13,5,6,1,0,75,74,71,73,75,76,74,75,ParmaBologna,2.366,3.342,15.379,5.915,7.098,10,10,1,-2,-4,-2,1,2.17,1.85,11.3575,5.229666667,7.233333333,3.011166667,30.83333333,27.5,1
20192020_318,20192020,32,12/07/2020,18:30:00,Sampdoria,B,Udinese,C,3,1,Away,Win,9,6,7,1,0,77,74,75,75,75,75,73,75,SampdoriaUdinese,3.549,4.005,10.647,7.098,8.281,10,10,4,-1,0,0,0,1.688,1.420833333,13.248,7.066333333,7.793833333,8.607166667,18.33333333,16.66666667,0
20192020_314,20192020,32,12/07/2020,16:15:00,Spal,C,Genoa,C,0,2,Away,Loss,3,0,2,1,0,75,72,73,73,74,75,74,74,SpalGenoa,0,0,3.549,0,2.366,10,10,1,-3,-1,-1,0,1.141666667,3.425166667,9.021833333,3.931166667,9.519,7.2075,19.16666667,27.5,0
20192020_318,20192020,32,12/07/2020,18:30:00,Udinese,C,Sampdoria,B,1,3,Home,Loss,7,4,10,1,0,75,75,73,75,77,74,75,75,UdineseSampdoria,1.446,1.671,10.122,5.784,14.46,10,10,0,1,-4,0,0,1.949833333,2.017833333,11.58966667,5.345666667,8.102833333,7.5805,16.66666667,18.33333333,1
20192020_316,20192020,32,12/07/2020,18:30:00,Verona,D,Fiorentina,B,1,1,Away,Draw,5,4,8,3,0,72,74,71,72,75,74,75,74,VeronaFiorentina,1.446,2.095,7.23,5.784,11.568,30,30,-3,0,-4,-2,0,2.074833333,1.6285,12.34966667,7.372,7.052333333,5.494333333,24.16666667,45,0
20192020_320,20192020,32,13/07/2020,20:45:00,Inter,A,Torino,B,3,1,Home,Win,20,11,9,5,0,83,81,82,82,80,76,79,77,InterTorino,4.338,3,28.92,15.906,13.014,50,50,4,5,2,5,0,2.937333333,3.024333333,16.20216667,9.117833333,8.7925,7.7845,40.83333333,16.66666667,1
20192020_320,20192020,32,13/07/2020,20:45:00,Torino,B,Inter,A,1,3,Away,Loss,6,4,2,5,0,80,76,79,77,83,81,82,82,TorinoInter,1.95,1.335,11.7,7.8,3.9,50,50,-2,-5,-4,-5,0,1.847166667,2.423833333,11.83866667,7.033166667,6.088333333,6.113833333,16.66666667,40.83333333,0
20192020_321,20192020,33,14/07/2020,20:45:00,Atalanta,A,Brescia,D,6,2,Home,Win,13,7,1,0,0,82,78,77,78,72,70,70,70,AtalantaBrescia,6,6,13,7,1,0,0,12,8,5,8,1,3.515166667,3.311833333,17.98083333,11.53416667,14.39133333,10.82533333,21.66666667,26.66666667,1
20192020_321,20192020,33,14/07/2020,20:45:00,Brescia,D,Atalanta,B,2,6,Away,Loss,6,5,1,0,0,72,70,70,70,82,78,77,78,BresciaAtalanta,2.892,4.19,8.676,7.23,1.446,0,0,-5,-8,-12,-8,1,1.209666667,1.223666667,9.590666667,5.246666667,4.797333333,4.407166667,26.66666667,21.66666667,0
20192020_322,20192020,33,15/07/2020,18:30:00,Bologna,C,Napoli,A,1,1,Home,Draw,11,2,8,1,0,75,76,74,75,85,82,81,82,BolognaNapoli,1.95,1.671,21.45,3.9,15.6,10,10,-6,-6,-11,-7,0,1.829166667,1.6285,13.438,7.238666667,6.424666667,9.369166667,27.5,11.66666667,1
20192020_324,20192020,33,15/07/2020,18:30:00,Cagliari,D,Sampdoria,B,0,3,Away,Loss,15,3,3,0,0,73,75,71,74,77,74,75,75,CagliariSampdoria,0,0,21.69,4.338,4.338,0,0,-2,1,-6,-1,0,1.358333333,1.963,11.2235,5.710333333,8.3835,6.060833333,29.16666667,15,0
20192020_325,20192020,33,15/07/2020,20:45:00,Fiorentina,C,Lecce,D,3,1,Away,Win,12,7,5,3,0,75,74,75,74,70,70,70,70,FiorentinaLecce,3,5.013,12,7,5,30,30,5,4,5,4,0,1.188833333,3.058333333,12.59383333,7.005166667,10.87916667,5.069,46.66666667,22.5,0
20192020_327,20192020,33,15/07/2020,20:45:00,Juventus,A,Sassuolo,C,3,3,Away,Draw,13,6,9,4,0,88,84,86,85,76,75,73,74,JuventusSassuolo,3.549,3,15.379,7.098,10.647,40,40,15,9,10,11,0,3.7485,2.9695,16.35416667,8.952333333,7.898,7.805833333,34.16666667,31.66666667,0
20192020_328,20192020,33,15/07/2020,20:45:00,Lazio,A,Udinese,C,0,0,Away,Draw,15,3,5,2,0,83,80,79,80,75,75,73,75,LazioUdinese,0,0,17.745,3.549,5.915,20,20,10,5,4,5,0,1.809833333,2.088333333,13.3025,5.646833333,7.736333333,7.7705,30.83333333,15,0
20192020_325,20192020,33,15/07/2020,20:45:00,Lecce,D,Fiorentina,B,1,3,Home,Loss,10,3,6,3,0,70,70,70,70,75,74,75,74,LecceFiorentina,1.446,2.095,14.46,4.338,8.676,30,30,-5,-4,-5,-4,0,1.610333333,1.977666667,12.87783333,5.654166667,7.892,8.024333333,22.5,46.66666667,1
20192020_323,20192020,33,15/07/2020,18:30:00,Milan,B,Parma,D,3,1,Home,Win,21,7,7,1,0,79,78,80,80,75,74,71,73,MilanParma,3,4.005,21,7,7,10,10,8,4,5,7,0,4.468,3.289,16.08016667,11.73633333,8.692833333,6.8485,25.83333333,30.83333333,1
20192020_322,20192020,33,15/07/2020,18:30:00,Napoli,A,Bologna,C,1,1,Away,Draw,9,4,4,1,0,85,82,81,82,75,76,74,75,NapoliBologna,1.183,1,10.647,4.732,4.732,10,10,11,6,6,7,0,2.451166667,2.073666667,20.67616667,13.416,7.7925,8.440666667,11.66666667,27.5,0
20192020_323,20192020,33,15/07/2020,18:30:00,Parma,C,Milan,A,1,3,Away,Loss,9,5,6,1,0,75,74,71,73,79,78,80,80,ParmaMilan,1.95,1.671,17.55,9.75,11.7,10,10,-5,-4,-8,-7,0,2.323333333,1.572833333,12.47466667,5.0105,4.129666667,3.712166667,30.83333333,25.83333333,0
20192020_326,20192020,33,15/07/2020,20:45:00,Roma,B,Verona,D,2,1,Home,Win,20,6,7,4,0,80,78,79,79,72,74,71,72,RomaVerona,2,2.67,20,6,7,40,40,9,4,7,7,0,1.640333333,2.868,13.39716667,8.209666667,8.8255,9.49,25.83333333,23.33333333,1
20192020_324,20192020,33,15/07/2020,18:30:00,Sampdoria,B,Cagliari,D,3,0,Home,Win,9,4,4,0,0,77,74,75,75,73,75,71,74,SampdoriaCagliari,3,4.005,9,4,4,0,0,6,-1,2,1,0,1.9545,0.890166667,12.7475,7.274333333,11.28266667,9.662333333,15,29.16666667,1
20192020_327,20192020,33,15/07/2020,20:45:00,Sassuolo,B,Juventus,A,3,3,Home,Draw,16,12,3,4,0,76,75,73,74,88,84,86,85,SassuoloJuventus,5.85,4.005,31.2,23.4,5.85,40,40,-10,-9,-15,-11,0,3.909,1.795,13.60516667,8.1805,5.679333333,8.542,31.66666667,34.16666667,1
20192020_328,20192020,33,15/07/2020,20:45:00,Udinese,C,Lazio,A,0,0,Home,Draw,15,7,4,2,0,75,75,73,75,83,80,79,80,UdineseLazio,0,0,29.25,13.65,7.8,20,20,-4,-5,-10,-5,0,2.190833333,2.811833333,10.62566667,5.827666667,6.165,8.5445,15,30.83333333,1
20192020_326,20192020,33,15/07/2020,20:45:00,Verona,D,Roma,B,1,2,Away,Loss,9,3,6,4,0,72,74,71,72,80,78,79,79,VeronaRoma,1.446,2.095,13.014,4.338,8.676,40,40,-7,-4,-9,-7,0,1.9825,1.836333333,12.22133333,7.336,8.349166667,7.255666667,23.33333333,25.83333333,0
20192020_329,20192020,33,16/07/2020,18:30:00,Genoa,D,Torino,B,0,3,Away,Loss,10,4,4,2,0,74,75,74,74,80,76,79,77,GenoaTorino,0,0,14.46,5.784,5.784,20,20,-5,-1,-6,-3,0,1.938666667,3.245833333,9.807333333,6.0215,9.233333333,6.268833333,25,23.33333333,0
20192020_330,20192020,33,16/07/2020,20:45:00,Inter,A,Spal,C,4,0,Away,Win,13,8,7,2,0,83,81,82,82,75,72,73,73,InterSpal,4.732,4,15.379,9.464,8.281,20,20,10,9,7,9,0,3.178333333,3.4955,18.37116667,10.56383333,11.269,8.7485,44.16666667,17.5,0
20192020_330,20192020,33,16/07/2020,20:45:00,Spal,C,Inter,A,0,4,Home,Loss,8,1,0,2,0,75,72,73,73,83,81,82,82,SpalInter,0,0,15.6,1.95,0,20,20,-7,-9,-10,-9,0,0.975,2.423833333,8.613333333,3.597833333,6.310833333,6.7685,17.5,44.16666667,1
20192020_329,20192020,33,16/07/2020,18:30:00,Torino,B,Genoa,C,3,0,Home,Win,8,4,8,2,0,80,76,79,77,74,75,74,74,TorinoGenoa,3.549,4.005,9.464,4.732,9.464,20,20,6,1,5,3,0,2.0055,3.202666667,11.45533333,6.833166667,8.629,5.9305,23.33333333,25,1
20192020_331,20192020,34,18/07/2020,16:15:00,Atalanta,A,Verona,D,1,1,Away,Draw,17,7,5,2,0,82,78,77,78,72,74,71,72,AtalantaVerona,1,1,17,7,5,20,20,11,4,5,6,0,3.540166667,2.979666667,15.9225,9.775833333,8.827166667,7.417,18.33333333,28.33333333,0
20192020_333,20192020,34,18/07/2020,20:45:00,Bologna,C,Milan,A,1,5,Away,Loss,8,3,2,2,0,75,76,74,75,79,78,80,80,BolognaMilan,1.95,1.671,15.6,5.85,3.9,20,20,-5,-2,-5,-5,0,2.154166667,1.502166667,15.063,7.563666667,5.173,9.369166667,27.5,25.83333333,0
20192020_332,20192020,34,18/07/2020,18:30:00,Cagliari,D,Sassuolo,C,1,1,Home,Draw,2,1,0,4,1,73,75,71,74,76,75,73,74,CagliariSassuolo,1.183,2.095,2.366,1.183,0,65,40,0,0,-5,0,0,1.161166667,2.9695,13.064,5.644666667,7.231333333,5.009333333,24.16666667,33.33333333,1
20192020_333,20192020,34,18/07/2020,20:45:00,Milan,B,Bologna,C,5,1,Home,Win,17,14,7,2,0,79,78,80,80,75,76,74,75,MilanBologna,5.915,6.675,20.111,16.562,8.281,20,20,5,2,5,5,0,4.301333333,1.907,17.58016667,11.06966667,7.625833333,7.3485,25.83333333,27.5,1
20192020_332,20192020,34,18/07/2020,18:30:00,Sassuolo,B,Cagliari,D,1,1,Away,Draw,5,2,9,4,0,76,75,73,74,73,75,71,74,SassuoloCagliari,1,1.335,5,2,9,40,65,5,0,0,0,0,3.909,1.557666667,16.20516667,10.7805,11.61566667,7.567,33.33333333,24.16666667,0
20192020_331,20192020,34,18/07/2020,16:15:00,Verona,D,Atalanta,B,1,1,Home,Draw,11,8,7,2,0,72,74,71,72,82,78,77,78,VeronaAtalanta,1.446,2.095,15.906,11.568,10.122,20,20,-5,-4,-11,-6,0,2.2235,1.588666667,11.14033333,6.109,6.043166667,6.101666667,28.33333333,18.33333333,1
20192020_335,20192020,34,19/07/2020,18:30:00,Brescia,D,Spal,C,2,1,Home,Win,15,6,7,2,0,72,70,70,70,75,72,73,73,BresciaSpal,2.366,4.19,17.745,7.098,8.281,20,20,-1,-2,-5,-3,0,1.450666667,3.813,9.831666667,5.728666667,11.20566667,4.166166667,18.33333333,15.83333333,1
20192020_336,20192020,34,19/07/2020,18:30:00,Fiorentina,C,Torino,B,2,0,Home,Win,12,4,4,1,0,75,74,75,74,80,76,79,77,FiorentinaTorino,2.892,3.342,17.352,5.784,5.784,10,10,-4,-2,-5,-3,0,1.522166667,3.245833333,12.09383333,6.8385,9.2375,4.735666667,39.16666667,26.66666667,1
20192020_337,20192020,34,19/07/2020,18:30:00,Genoa,D,Lecce,D,2,1,Home,Win,8,5,3,2,0,74,75,74,74,70,70,70,70,GenoaLecce,2,4.19,8,5,3,20,20,4,5,4,4,0,1.772,3.003833333,10.71733333,6.4855,10.38116667,7.066166667,26.66666667,25.83333333,1
20192020_339,20192020,34,19/07/2020,20:45:00,Inter,A,Roma,B,2,2,Away,Draw,4,3,5,1,0,83,81,82,82,80,78,79,79,InterRoma,2.892,2,5.784,4.338,7.23,10,10,4,3,2,3,0,3.3755,1.963,18.174,10.1695,7.394166667,8.7485,38.33333333,32.5,0
20192020_337,20192020,34,19/07/2020,18:30:00,Lecce,D,Genoa,C,1,2,Away,Loss,17,2,8,2,0,70,70,70,70,74,75,74,74,LecceGenoa,1.183,2.095,20.111,2.366,9.464,20,20,-4,-5,-4,-4,0,1.526333333,2.756166667,13.33783333,6.052166667,7.291,7.845333333,25.83333333,26.66666667,0
20192020_338,20192020,34,19/07/2020,18:30:00,Napoli,A,Udinese,C,2,1,Home,Win,17,10,2,3,0,85,82,81,82,75,75,73,75,NapoliUdinese,2.366,2,20.111,11.83,2.366,30,30,12,7,6,7,0,2.315,1.865833333,20.784,12.87133333,7.568833333,8.562666667,11.66666667,18.33333333,1
20192020_334,20192020,34,19/07/2020,16:15:00,Parma,C,Sampdoria,B,2,3,Home,Loss,13,7,4,0,0,75,74,71,73,77,74,75,75,ParmaSampdoria,2.892,3.342,18.798,10.122,5.784,0,0,0,0,-6,-2,0,1.859666667,1.518,13.23083333,5.058166667,7.206,5.070666667,30.83333333,15,1
20192020_339,20192020,34,19/07/2020,20:45:00,Roma,B,Inter,A,2,2,Home,Draw,6,3,8,1,0,80,78,79,79,83,81,82,82,RomaInter,3.9,2.67,11.7,5.85,15.6,10,10,-2,-3,-4,-3,0,1.491666667,1.756333333,12.8745,6.799666667,5.699333333,8.246666667,32.5,38.33333333,1
20192020_334,20192020,34,19/07/2020,16:15:00,Sampdoria,B,Parma,D,3,2,Away,Win,12,5,6,0,0,77,74,75,75,75,74,71,73,SampdoriaParma,3,4.005,12,5,6,0,0,6,0,0,2,0,2.2135,3.607333333,11.1145,5.772,9.202833333,8.401,15,30.83333333,0
20192020_335,20192020,34,19/07/2020,18:30:00,Spal,C,Brescia,D,1,2,Away,Loss,13,7,4,2,0,75,72,73,73,72,70,70,70,SpalBrescia,1,1.671,13,7,4,20,20,5,2,1,3,0,0.975,4.033333333,10.21333333,3.5895,13.33,6.601833333,15.83333333,18.33333333,0
20192020_336,20192020,34,19/07/2020,18:30:00,Torino,B,Fiorentina,B,0,2,Away,Loss,5,1,1,1,0,80,76,79,77,75,74,75,74,TorinoFiorentina,0,0,7.23,1.446,1.446,10,10,5,2,4,3,0,2.399833333,1.977666667,12.244,7.030333333,7.892,7.310666667,26.66666667,39.16666667,0
20192020_338,20192020,34,19/07/2020,18:30:00,Udinese,C,Napoli,A,1,2,Away,Loss,3,3,3,3,0,75,75,73,75,85,82,81,82,UdineseNapoli,1.95,1.671,5.85,5.85,5.85,30,30,-6,-7,-12,-7,0,2.190833333,1.907,13.81366667,6.897666667,4.886666667,5.9885,18.33333333,11.66666667,0
20192020_340,20192020,34,20/07/2020,20:45:00,Juventus,A,Lazio,A,2,1,Home,Win,13,10,4,3,0,88,84,86,85,83,80,79,80,JuventusLazio,3.9,2,25.35,19.5,7.8,30,30,9,4,3,5,0,3.945666667,2.311833333,16.55133333,9.1495,6.6145,9.186,35,30.83333333,1
20192020_340,20192020,34,20/07/2020,20:45:00,Lazio,A,Juventus,A,1,2,Away,Loss,6,5,7,3,0,83,80,79,80,88,84,86,85,LazioJuventus,1.95,1,11.7,9.75,13.65,30,30,-3,-4,-9,-5,0,1.327833333,2.4625,15.055,5.515333333,8.070833333,8.756333333,30.83333333,35,0
20192020_341,20192020,35,21/07/2020,18:30:00,Atalanta,A,Bologna,C,1,0,Home,Win,13,7,6,4,0,82,78,77,78,75,76,74,75,AtalantaBologna,1.183,1,15.379,8.281,7.098,40,40,8,2,2,3,0,3.115333333,2.797,16.19266667,8.379333333,9.183333333,6.278666667,18.33333333,25.83333333,1
